Number,Contract Company,Contract Type,Title,ERP Status,Status,Executed,Original Contract Amount,Approved Change Orders,Revised Contract Amount,Pending Change Orders,Draft Change Orders,Invoiced,Payments Issued,% Paid,Remaining Balance Outstanding,Signatures Required,Private,Vendor,Primary Contact,Vendor Zip Code,Vendor Street,Vendor State,Company Name,Vendor Fax,Vendor Phone,Project Number,Project Name,Vendor City,Email Address,Description,Signed Contract Received Date,Article 4 Subcontractor Bond,Article 8.4.1 Completed Operations Limit,Article 8.4.1 General Aggregate Limit,Article 8.5.1 Umbrella Limit,ME&S License Holder Name
23015.004,"B&I Contractors, Inc.",Subcontract,HVAC Early Release,Synced,Approved,Yes,1286740,-31766.82,1254973.18,0,0,0,0,0,1254973.18,,Yes,"B&I Contractors, Inc.",,33916-5529,2701 Prince Street,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",239-332-3185,239-332-4646,MES-23-015,Bay Haven Bldg 1 Construction,Ft. Myers,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 </span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p>Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><em><strong><span style=""color:#e03e2d;"">B&amp;I Contractors</span></strong></em></p>
<p>Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> </span></span><strong><span style=""color:#ff0000;"">HVAC </span></strong></p>
<p>Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  010.</span><strong><span style=""color:#ff0000;"">15600</span></strong></p>
<p>Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><strong><span style=""color:#ff0000;"">$1,286,740.00</span></strong></p>
<p> </p>
<p>Subcontractor Bond: <strong><span style=""color:#e03e2d;"">Yes/No</span></strong></p>
<p> </p>
<p>Insurance Limits:<span class=""mce-nbsp-wrap"">   </span>$400,000 and Above: General Aggregate / Completed Operations Limits - $2M/$2M, Umbrella $5M<br><br><br><br><br></p>",6/27/2023,IS,"$2,000,000 ","$2,000,000 ","$5,000,000 ",Mark Freeman
23015.005,"MMP Contracting, LLC",Subcontract,Concrete,Synced,Approved,Yes,43754,6153,49907,0,0,0,0,0,49907,,Yes,"MMP Contracting, LLC",,34202,10206 Clubhouse Dr,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,941-685-8512,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,ben-peacock@outlook.com,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:12pt;"">Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  MMP Contracting, LLP</span></span></p>
<p><span style=""font-size:12pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#000000;""><em><strong>Concrete</strong></em></span></span></p>
<p><span style=""font-size:12pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <em>  010.</em></span><span style=""color:#000000;""><em>03-300</em></span></span></p>
<p><span style=""font-size:12pt;"">Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#000000;""> </span></span><span style=""color:#000000;"">$43,754.00</span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond: <span style=""color:#000000;""><strong>No</strong></span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span><br><br><br><br><br></p>",6/14/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.006,Crowther Roofing &,Subcontract,Accessories & Toilet Compartme,Synced,Approved,Yes,88575,0,88575,0,0,0,0,0,88575,,Yes,Crowther Roofing &,,33916,"Sheet Metal of Florida, Inc.
2543 Rockfill Rd",FL,"McIntyre Elwell & Strammer General Contractors, Inc.",239-332-0939,239--337-1300,MES-23-015,Bay Haven Bldg 1 Construction,Ft. Myers,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 </span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p>Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   Crowther Roofing</span></p>
<p>Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   Toilet Accessories</span></p>
<p>Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span>010.10180</p>
<p>Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span>$88,575.00</p>
<p> </p>
<p>Subcontractor Bond: <strong><span style=""color:#e03e2d;"">No</span></strong></p>
<p><br>Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</p>
<p><br><br><br><br></p>",7/22/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.007,Dolphin Innovations LLC,Subcontract,Metal Framing & Drywall,Synced,Approved,Yes,36540,757126.05,793666.05,0,0,0,0,0,793666.05,,Yes,Dolphin Innovations LLC,,34240,252 Field End St,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-379-0505,941-379-9995,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 </span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:12pt;"">Subcontractor:   <strong><span style=""color:#ff0000;"">Dolphin Innovations</span></strong><br>Scope / Title:     <span style=""color:#ff0000;""> Metal Framing &amp; Drywall</span></span></p>
<p><span style=""font-size:12pt;"">Cost Code:        <span style=""color:#ff0000;""> 010.09-260</span></span></p>
<p><span style=""font-size:12pt;"">Amount:           <span style=""color:#ff0000;""> $36,000.00</span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond: No</span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Insurance Limits:      Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><span style=""font-size:12pt;""><strong><em> </em></strong></span></p>
<p><strong><em><span style=""font-size:9.0pt;""> </span></em></strong></p>
<p> </p>",6/15/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.008,Gyp-Tech,Subcontract, Gypsum Concrete ,Synced,Approved,Yes,7855.78,1470,9325.78,0,0,0,0,0,9325.78,,Yes,Gyp-Tech,,34990,7446 SW 39th St,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",772-223-9381,772-223-9380,MES-23-015,Bay Haven Bldg 1 Construction,Palm City,,"<p><strong><em><span style=""font-size:9.0pt;""> </span></em></strong><strong><em><span style=""font-size:9.0pt;""> </span></em></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><span style=""font-size:14pt;""><strong> </strong></span></p>
<p><span style=""font-size:14pt;"">Subcontractor:   <span style=""color:#ff0000;"">Gyp-Tech<br></span>Scope / Title:      <span style=""color:#ff0000;"">Gypsum Concrete </span><br>Cost Code:        <span style=""color:#ff0000;""> 010.03-510</span></span></p>
<p><span style=""font-size:14pt;"">Amount:            <span style=""color:#ff0000;"">$7,855.78</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: No</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><span style=""font-size:14pt;""><strong><em> </em></strong></span></p>
<p> </p>
<p><strong><em><span style=""font-size:9.0pt;""> </span></em></strong></p>",2/29/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.009,"Just Steel, Inc.",Subcontract,Structural Steel ,Synced,Approved,Yes,127500,7108.07,134608.07,0,0,0,0,0,134608.07,,Yes,"Just Steel, Inc.",,34243,3100 Whitfield Ave Unit B,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-755-7822,941-755-7811,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><span style=""font-size:14pt;"">Subcontractor:         <span style=""color:#ff0000;"">JUST STEEL</span></span></p>
<p><span style=""font-size:14pt;"">Scope / Title:            <span style=""color:#ff0000;"">Structural Steel</span></span><br><span style=""font-size:14pt;"">Cost Code:        <span style=""color:#ff0000;"">       010.05-100</span></span></p>
<p><span style=""font-size:14pt;"">Amount:                  <span style=""color:#ff0000;"">$305,910.00  (revised amt:  $127,500.00 1/15/23)</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p> </p>
<p><span style=""font-size:14pt;"">Subcontractor Bond:    Yes/No</span></p>
<p> </p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;""><strong><em> </em></strong></span></p>",1/18/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.01,"Key Glass, Inc.",Subcontract,Storefront & Windows,Synced,Approved,Yes,1028000,-322421.55,705578.45,0,0,0,0,0,705578.45,,Yes,"Key Glass, Inc.",,34203,2312 58th Ave E,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-751-0074,941-755-3414,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p>Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   <span style=""color:#ff0000;"">Key Glass</span></span></p>
<p>Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> </span></span><span style=""color:#ff0000;""><strong>STOREFRONT AND GLAZING</strong></span></p>
<p>Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><strong><span style=""color:#ff0000;"">010.</span></strong></p>
<p>Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><strong><span style=""color:#ff0000;"">$1,028,000.00</span></strong></p>
<p> </p>
<p>Subcontractor Bond: <strong><span style=""color:#e03e2d;"">Yes</span></strong></p>
<p> </p>
<p>Insurance Limits:<span class=""mce-nbsp-wrap"">   </span>$400,000 and Above: General Aggregate / Completed Operations Limits - $2M/$2M, Umbrella $5M<br><br><br><br><br></p>",7/12/2023,IS,"$2,000,000 ","$2,000,000 ","$5,000,000 ",Mark Freeman
23015.011,"Piper Fire Protection, LLC",Subcontract,Fire Sprinklers,Synced,Approved,Yes,12000,252350,264350,0,0,0,0,0,264350,,Yes,"Piper Fire Protection, LLC",,33764,13075 US HWY 19 N,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",727-581-8332,727-581-9339,MES-23-015,Bay Haven Bldg 1 Construction,Clearwater,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 </span></strong></p>
<p><span style=""font-size:14pt;""><strong> </strong></span></p>
<p><span style=""font-size:14pt;"">Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#000000;"">Piper Fire</span></span></span></p>
<p><span style=""font-size:14pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   <span style=""color:#000000;"">Fire Sprinkler</span></span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#000000;""> 1</span></span><span style=""color:#000000;"">5-510</span></span></p>
<p><span style=""font-size:14pt;"">Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <span style=""color:#ff0000;""> <span style=""color:#000000;""> </span></span></span><span style=""color:#000000;"">$12,000.00</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: <span style=""color:#000000;""><strong>No</strong></span></span></p>
<p><br><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><br><br></p>",7/13/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.012,Schindler Elevator Corporation,Subcontract,Elevators,Synced,Approved,Yes,104000,18877,122877,0,0,0,0,0,122877,,Yes,Schindler Elevator Corporation,,60673-0433,PO Box 70433,IL,"McIntyre Elwell & Strammer General Contractors, Inc.",973-397-6367,888-730-3573,MES-23-015,Bay Haven Bldg 1 Construction,Chicago,,"<p><span style=""font-size:10pt;""><strong>Bay Haven Early Release               </strong></span><strong>Job #23-015 Sub Job 010</strong></p>
<p><span style=""font-size:10pt;""><strong> </strong></span></p>
<p><span style=""font-size:10pt;"">Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   <span style=""color:#ff0000;"">Schindler Elevator</span></span></span></p>
<p><span style=""font-size:10pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> Elevator</span></span></span></p>
<p><span style=""font-size:10pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#ff0000;"">14-200</span></span></p>
<p><span style=""font-size:10pt;"">Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> </span></span><span style=""color:#ff0000;"">$104,000.00</span></span></p>
<p><span style=""font-size:10pt;""> </span></p>
<p><span style=""font-size:10pt;"">Subcontractor Bond: <strong>No</strong></span></p>
<p><br><span style=""font-size:10pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><br><br></p>",10/1/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.013,Spectra Contract Flooring,Subcontract,Hard Tile,Synced,Approved,Yes,27948.07,77516.15,105464.22,0,0,0,0,0,105464.22,,Yes,Spectra Contract Flooring,,33605,1802 Grant St  Ste 200,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-351-7740,941-351-7710,MES-23-015,Bay Haven Bldg 1 Construction,Tampa,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:14pt;"">Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> SPECTRA CONTRACT</span></span></span></p>
<p><span style=""font-size:14pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   <span style=""color:#ff0000;"">Hard Tile</span></span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#ff0000;"">010.09-300</span></span></p>
<p><span style=""font-size:14pt;"">Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#ff0000;"">$27,948.07</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: <strong>No</strong></span></p>
<p><br><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><br><br><br><br></p>",7/24/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.014,"Suncoast Commercial Door & Hardware, Inc.",Subcontract,Doors & Hardware ,Synced,Approved,Yes,67857.54,91085.46,158943,0,0,0,0,0,158943,,Yes,"Suncoast Commercial Door & Hardware, Inc.",,34240,1862 Apex Road,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-927-1090,941-927-1080,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,sales@suncoastcommercialdoor.com,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:14pt;"">Subcontractor:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;"">Suncoast Commerical</span></span></span></p>
<p><span style=""font-size:14pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   <span style=""color:#ff0000;"">Doors &amp; Hardware</span></span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <span style=""color:#ff0000;"">  </span></span><span style=""color:#ff0000;""><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span>010.08-100</span><br>Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#ff0000;"">$67,857.54</span></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: <strong>No</strong></span></p>
<p><br><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><br><br><br><br></p>",6/21/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
23015.015,Sutter Roofing Co. of FL SRQ,Subcontract,Roofing,Synced,Approved,Yes,174984,-6264,168720,0,0,0,0,0,168720,,Yes,Sutter Roofing Co. of FL SRQ,,34240,8284 Vico Court,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-377-4499,941-377-1000,MES-23-015,Bay Haven Bldg 1 Construction,Sarasota,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 020</span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:14pt;"">Subcontractor:<span class=""mce-nbsp-wrap""> <span style=""color:#ff0000;"">  </span></span><span class=""mce-nbsp-wrap"" style=""color:#ff0000;"">   Sutter Roofing</span></span></p>
<p><span style=""font-size:14pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">  <span style=""color:#ff0000;""> Roofing</span></span></span></p>
<p><span style=""font-size:14pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <span style=""color:#ff0000;""> </span></span><br>                           <span style=""color:#ff0000;""> 010.07-270S    $174,984.00</span><br></span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: <strong>No</strong></span></p>
<p><br><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><br><br><br><br></p>",3/27/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.016,"Tailored Foam of Florida, LLC",Subcontract,Building Insulation Foam,Synced,Approved,Yes,204036,-14213,189823,0,0,0,0,0,189823,,Yes,"Tailored Foam of Florida, LLC",,32771,3900 St. Johns Pkwy,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",407-830-9174,407-332-0333,MES-23-015,Bay Haven Bldg 1 Construction,Sanford,ar@tailoredfoaminc.com,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><span style=""font-size:14pt;""><strong> </strong></span></p>
<p><span style=""font-size:14pt;"">Subcontractor:   <span style=""color:#ff0000;"">Tailored Foam<br></span>Scope / Title:     <span style=""color:#ff0000;"">Building Insulation Foam</span><br>Cost Code:  010.07-214.S      <span style=""color:#ff0000;""> </span></span></p>
<p><span style=""font-size:14pt;"">Amount: $204,036.00        </span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: YES</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><span style=""font-size:14pt;""><strong><em> </em></strong></span></p>
<p> </p>",3/21/2024,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Mark Freeman
23015.017,"Forristall Enterprises, Inc.",Subcontract,Demolition ,Synced,Approved,Yes,465150,227854.75,693004.75,0,0,0,0,0,693004.75,,Yes,"Forristall Enterprises, Inc.",,34203,2712 63rd Ave E,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",941-729-7345,941-729-8150,MES-23-015,Bay Haven Bldg 1 Construction,Bradenton,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 </span></strong></p>
<p><strong><span style=""font-size:12.0pt;""> </span></strong></p>
<p><span style=""font-size:12pt;"">Subcontractor:<span class=""mce-nbsp-wrap""> <span style=""color:#ff0000;"">  </span></span><span class=""mce-nbsp-wrap"" style=""color:#ff0000;"">   <span style=""color:#000000;""><strong>Forristall</strong></span></span></span></p>
<p><span style=""font-size:12pt;"">Scope / Title:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <strong>  </strong></span><strong><span class=""mce-nbsp-wrap"">  <span style=""color:#000000;""> Demolition </span></span></strong></span></p>
<p><span style=""font-size:12pt;"">Cost Code:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span style=""color:#000000;""><strong>010.02100</strong></span></span></p>
<p><span style=""font-size:12pt;"">Amount:<span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap"">   </span><span class=""mce-nbsp-wrap""> <span style=""color:#000000;"">  </span></span><span style=""color:#000000;""><strong>$465,150.00</strong></span></span></p>
<p><span style=""font-size:12pt;""> </span></p>
<p><span style=""font-size:12pt;"">Subcontractor Bond:<span style=""color:#000000;""> <strong>Yes</strong></span></span></p>
<p> </p>
<p>Insurance Limits:<span class=""mce-nbsp-wrap"">   </span>$400,000 and Above: General Aggregate / Completed Operations Limits - $2M/$2M, Umbrella $5M<br><br><br><br><br></p>",6/21/2023,IS,"$2,000,000 ","$2,000,000 ","$2,000,000 ",Mark Freeman
23015.019,Service Contracting Solutions,Subcontract,Painting,Synced,Approved,Yes,3168,327465.56,330633.56,0,0,0,0,0,330633.56,,Yes,Service Contracting Solutions,,33913,10090 Amberwood Road,FL,"McIntyre Elwell & Strammer General Contractors, Inc.",,239-939-7622,MES-23-015,Bay Haven Bldg 1 Construction,Ft. Myers,,"<p><strong><span style=""font-size:12.0pt;"">Bay Haven Early Release</span></strong></p>
<p><strong><span style=""font-size:12.0pt;"">Job #23-015 Sub Job 010</span></strong></p>
<p><span style=""font-size:14pt;""><strong> </strong></span></p>
<p><span style=""font-size:14pt;"">Subcontractor:   SERVICE CONTRACTING SOLUTION<span style=""color:#ff0000;""><br></span>Scope / Title:     Painting <span style=""color:#ff0000;"">Early Release 1B</span><br>Cost Code:         010.09-900        <span style=""color:#ff0000;""> </span></span></p>
<p><span style=""font-size:14pt;"">Amount:   $3,168.00</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Subcontractor Bond: No</span></p>
<p><span style=""font-size:14pt;""> </span></p>
<p><span style=""font-size:14pt;"">Insurance Limits:   Up to $249,999: General Aggregate / Completed Operations Limits - $1M/$1M</span></p>
<p><span style=""font-size:14pt;""><strong><em> </em></strong></span></p>",7/19/2023,IS NOT,"$1,000,000 ","$1,000,000 ","$1,000,000 ",Josh Tomlinson
